id,name,price,rating,url
4800792312,Видеокарта MSI RTX5070 SHADOW 2X OC 12GB GDDR7 192bit 3xDP HDMI 2FAN RTL,64349,5.0,https://market.yandex.ru/card/videokarta-msi-geforce-rtx-5070-12g-shadow-2x-oc/4800792312
4847839596,"Видеокарта GIGABYTE GeForce RTX 5070 WINDFORCE OC SFF 12G (GV-N5070WF3OC-12GD), Retail",65339,4.8,https://market.yandex.ru/card/geforce-rtx-5070-windforce-oc-sff-12g-gv-n5070wf3oc-12gd/4847839596
4806749141,"Видеокарта Palit GeForce RTX 5070 Infinity 3 [NE75070019K9-GB2050S], 12 ГБ, черный",65339,5.0,https://market.yandex.ru/card/videokarta-palit-pci-e-50-pa-rtx5070-infinity-3-nv-rtx5070-12gb-192bit-gddr7-232528000hdmix1dpx3/4806749141
5042091980,"Видеокарта MSI GeForce RTX 5070 VENTUS 2X OC 12 ГБ[RTX 5070 12G VENTUS 2X OC], черный",68309,5.0,https://market.yandex.ru/card/videokarta-msi-pci-e-50-rtx-5070-12g-ventus-2x-oc-nv-rtx5070-12gb-192bit-gddr7-254228000hdmix1dp/5042091980
103833367690,Видеокарта PCIE16 RTX5070 12GB GV-N5070EAGLE OC-12GD GIGABYTE,70289,5.0,https://market.yandex.ru/card/geforce-rtx-5070-eagle-oc-sff-12g-gv-n5070eagle-oc-12gd/103833367690
5095137237,Видеокарта MSI GeForce RTX 5070 12G VENTUS 3X OC,72269,,https://market.yandex.ru/card/videokarta-msi-geforce-rtx-5070-12g-ventus-3x-oc/5095137237
4849870004,Видеокарта GIGABYTE GAMING OC NVIDIA GeForce RTX 5070 12 GB,72269,5.0,https://market.yandex.ru/card/geforce-rtx-5070-gaming-oc-12g-gv-n5070gaming-oc-12gd/4849870004
4841343749,Видеокарта PCIE16 RTX5070 12GB RTX 5070 12G GAMING TRIO OC MSI,77219,4.9,https://market.yandex.ru/card/videokarta-msi-rtx5070-gaming-trio-oc-16gb-gddr7-192bit-3xdp-hdmi-3fan-rtl/4841343749
4549966152,Видеокарта Zotac RTX5070 TWIN EDGE OC 12GB GDDR7 192bit 3xDP HDMI 2FAN PREMIUM PACK,83031,,https://market.yandex.ru/card/videokarta-zotac-rtx5070-twin-edge-oc-12gb-gddr7-192bit-3xdp-hdmi-2fan-premium-pack/4549966152
4311405090,Видеокарта MSI GeForce RTX 5070 12G VENTUS 2X OC,83258,5.0,https://market.yandex.ru/card/videokarta-msi-geforce-rtx-5070-12g-ventus-2x-oc/4311405090
103833628037,Palit PCI-E RTX5070 GAMINGPRO NVIDIA GeForce RTX 5070 12Gb (NE75070019K9-,83309,5.0,https://market.yandex.ru/card/palit-pci-e-rtx5070-gamingpro-nvidia-geforce-rtx-5070-12gb-ne75070019k9-/103833628037
4472318220,Видеокарта Zotac PCI-E 5.0 RTX 5070 SOLID OC NV RTX5070 12Gb,84043,5.0,https://market.yandex.ru/card/videokarta-zotac-pci-e-50-rtx-5070-solid-oc-nv-rtx5070-12gb/4472318220
4623385107,Видеокарта Palit GeForce RTX 5070 WHITE OC 12G,84348,4.9,https://market.yandex.ru/card/videokarta-palit-geforce-rtx-5070-white-oc-12g/4623385107
